0,0
1,3
2,6
3,6
4,6
5,6
6,6
7,7
8,8
9,9
10,14
11,14
12,14
13,14
14,14
15,15
16,20
17,20
18,21
19,23
20,23
21,25
22,27
23,27
24,27
25,28
26,28
27,28
28,28
29,33
30,34
31,34
32,35
33,37
