0,0
1,1
2,3
3,7
4,7
5,7
6,11
7,11
8,12
9,12
10,12
11,12
12,12
13,13
14,15
15,18
16,18
17,19
18,19
19,19
20,22
21,23
22,23
23,26
24,26
25,28
26,28
27,28
28,28
29,35
30,35
31,35
32,35
33,36
34,36
35,44
36,44
37,44
38,48
39,48
40,48
41,48
42,49
43,49
44,49
45,49
46,49
47,56
48,57
49,57
50,57
51,60
52,60
53,60
54,60
55,60
56,60
57,63
58,64
59,64
60,64
61,64
62,64
